context,tel_Telu
"Amiya Chakravarty (30 November 1912 6 March 1957) was an Indian film director, screenwriter and producer, who was leading film director in Hindi cinema of the 1940s and 1950s. He is noted for films like Daag (1952), Patita (1953), and Seema (1955) for which he won the 4th Filmfare Award for Best Story. Chakravarty is also credited along with Devika Rani for discovering Dilip Kumar, whom he gave his first break in 1944 film Jwar Bhata (1944 film).Chakravarty also produced and directed Daag (1952 film) in 1952 for which Dilip Kumar won his first ever Filmfare Award for Best Actor.","అమియా చక్రవర్తి (30 నవంబర్ 1912-6 మార్చ్ 1957) ఒక భారతీయ చిత్ర దర్శకుడు, స్క్రీన్ ప్లే రచయిత మరియు నిర్మాత, మరియు 1940లు మరియు 1950లలోని హిందీ సినిమాలకు ప్రధాన దర్శకుడు."
"As a director, Rakesh is known for making films with his son Hrithik Roshan and having music directed by his brother Rajesh Roshan. Other actors he has frequently collaborated with include Rekha, Madhuri Dixit, Anil Kapoor, Shah Rukh Khan, and Amrish Puri. As a director, his every film's name have starting with 'K'.","ఆయన తరచుగా కలిసి పనిచేసిన ఇతర నటులు రేఖ, మాధురీ దీక్షిత్, అనిల్ కపూర్, షారుఖ్ ఖాన్ మరియు అమ్రీష్ పూరి."
"Baahubali is simply spectacular."" In her review for The Hindu, Sangeetha Devi Dundoo wrote, ""The war formations that form a chunk of the latter portions of the film are the best we've seen in Indian cinema so far. These portions are spectacular and show the technical finesse of the cinematographer (K.K. Senthil Kumar) and the visual effects teams. The waterfall, the mystical forests and water bodies above the cliffs and the lead pair escaping an avalanche all add to the spectacle.","ఆ జలపాతం, కొండకొమ్మపై ఆ మార్మిక అడవులు మరియు జలాశయాలు మరియు నాయికానాయకులు మంచుతుఫాను నుంచి తప్పించుకోవడం అన్నీ ఆ దృశ్యాన్ని మరింత ఆకర్షణీయం చేస్తాయి."
"Babli then arrives with his gang and later reveals that he hid the diamonds in the urn Somnath was carrying as he returned to India. Pandurang, an assassin previously sent by Babli as an undercover servant, later joins Gopal's side on hearing about Sameer's truth and fights the gangsters off, with the fight finally ending with Gopal being accidentally stabbed by Babli in his butt with a knife, and falling unconscious soon after, but not before warning Madhav, Lucky and Laxman to not touch the knife, leaving the three friends in laughter. Babli also falls unconscious after seeing blood flowing from Gopal's butt.","పనివాడి వేషంలో గతంలో బాబ్లీ పంపిన హంతకుడు పాండురంగ్ , తరువాత సమీర్ గురించిన నిజాన్ని తెలుసుకుని గోపాల్ పక్షాన చేరి దుండగులను ఓడిస్తాడు, ఆ పోరాటంలో అనుకోకుండా గోపాల్ ను బాబ్లీ పృష్టభాగంలో కత్తిపోటు పొడవగా అతను స్పృహ కోల్పోవడంతో చివరకు ఆ జగడం ముగుస్తుంది, అయితే అంతకు ముందే మాధవ్, లక్కీ, మరియు లక్ష్మణ్లను ఆ కత్తిని తాకవద్దని హెచ్చరించి ఉండడంతో ముగ్గురు మిత్రులు నవ్వుకుంటూ ఉండిపోతారు."
"Badri helps Vaidehi's elder sister, Kritika find a husband in local singer Bhushan Mishra and even resolves a dowry crisis with Bhushan's father Jitendra Mishra, after which Vaidehi agrees to marry him. On their wedding day, however, Vaidehi does not show up is revealed to have run away to Mumbai. Furious, Ambar commands a heartbroken Badri to find Vaidehi and bring her back so they can punish her.","అయితే, వాళ్ళ పెళ్లి జరిగే రోజున వైదేహీ కనిపించక, ముంబైకి పారిపోయినట్లు తెలియవస్తుంది."
"Bantu then manages to enter Ramachandra's house, named ""Vaikuntapuram"". ARK is fond of Bantu for saving Ramachandra. Bantu begins to address the issues plaguing the house by patching up Ramachandra's broken relationship with Yasu (which was fragile, as Ramachandra had an affair once with a woman 7 years ago), settling the dispute with Paidathalli, and reforming the corrupt family members, Kashiram and Sitaram.","యశుతో చెడిన రామచంద్ర యొక్క బంధాన్ని (రామచంద్రకు ఒక స్త్రీతో ఏడేళ్ళ క్రితం ఉండిన వివాహేతర సంబంధం వల్ల దుర్బలంగా మారిన బంధాన్ని) కలపడంతో, పైడితల్లితో గొడవను సద్దుమణిగించటంతో, భ్రష్టుపట్టిన కుటుంబ సభ్యులు కాశీరామ్, సీతారాంలను దారిలో పెట్టడంతో బంటు ఆ ఇంటిని చుట్టుముడుతున్న సమస్యలని పరిష్కరించడం మొదలు పెడతాడు."
"Because a single channel was catering to an ever-growing audience, television programming quickly reached saturation. Hence the government started another channel that had part of national programming and part regional. This channel was known as DD 2 (later DD Metro).",నిత్యం పెరుగుతున్న ప్రేక్షకులకు ఒకే ఛానల్ సేవలు అందిస్తూ ఉండటం వల్ల టెలివిజన్ ప్రోగ్రామింగ్ త్వరగా సంతృప్తతకు చేరుకుంది.
"Beta (Translation: Son) is a 1992 Indian Hindi drama film, directed by Indra Kumar and written by Naushir Khatau and Kamlesh Pandey. It featured Anil Kapoor, Madhuri Dixit and Aruna Irani in lead roles. The soundtrack was composed by Anand-Milind.","బేటా(అనువాదం: కుమారుడు) 1992 లోని ఒక భారతీయ హిందీ నాటకీయ చిత్రం, దీనికి ఇంద్ర కుమార్ దర్శకత్వం వహించారు మరియు నౌషీర్ ఖాతౌ మరియు కమలేష్ పాండే కధను వ్రాసారు."
"Broadcasters in one country have several reasons to reach out to an audience in other countries. Commercial broadcasters may simply see a business opportunity to sell advertising or subscriptions to a broader audience. This is more efficient than broadcasting to a single country, because domestic entertainment programs and information gathered by domestic news staff can be cheaply repackaged for non-domestic audiences.","ఇది ఒక దేశానికి మాత్రమే ప్రసారంచేయడం కంటే ఎంతో సమర్థవంతంగా ఉంటుంది, ఎందుకంటే స్వదేశీ వినోద కార్యక్రమాలు మరియు స్వదేశీ వార్తా సిబ్బంది సేకరించిన సమాచారాన్ని దేశీయులు కాని ప్రేక్షకులకు అనువుగా మార్చి ఏర్పరిచి చవుకగా అందించవచ్చు కనుక."
"Dhinendra, who becomes angered by Chitti's victory, releases Pakshi's spirit from the synthesizer. Pakshi possesses Vaseegaran and attacks the public again, but Chitti refuses to attack his creator. Nila gets the red chip and reprograms Chitti to his evil 2.0 alter ego, after altering it to not harm the innocent and commanding him only to fight Pakshi.",చిట్టి యొక్క విజయంతో ఆగ్రహించిన దినేంద్ర సింథసైజర్ నుండి పక్షి ఆత్మను విడుదల చేస్తాడు.
"Director and film critic Sudhish Kamath called Enthiran ""a superhero film, a sci-fi adventure, a triangular love story with a hint of the Ramayana"", while remarking that Enthiran's similarities to The Terminator (1984) were ""more than obvious. Not just visuallywhere we see the Superstar with one human eye and one scarred metallic eye but also intentionally spelt out when the bad robot announces that he has created ""Terminators"". Kamath compared two of the film's robots to C-3PO and R2-D2, droids from the Star Wars film series, which was referenced in Enthiran when Vaseegaran refers to one of his creations as ""R2"". The film was noted to have similarities with the 2002 Kannada film Hollywood which had its lead actor playing three roles one of which was a scientist and another was a humanoid robot invented by that scientist which falls in love with the girlfriend of his creator.","ఆ సూపర్ స్టార్ ని అలా ఒక మానవ నేత్రం మరియు ఒక గాయపుమచ్చగల లోహ నేత్రంతో చూసిన చోట దృశ్యపరంగానే కాక, తాను 'టర్మినేటర్లలను"" సృష్టించాను అని ఆ చెడ్డ రోబో ప్రకటించినప్పుడు అది ఉద్దేశ్యపూర్వకమని స్పష్టం అవుతుంది."
"Following its success, the film was screened in the East Asian markets; the film was released in Taiwan on 17 December 2010, followed by Hong Kong on 1 September 2011. In China, it was released as San Ge Shagua (""Three Idiots""), on 15 December 2011. In South Korea, it was released on 29 December 2011.","ఈ విజయం సాధించిన తర్వాత ఈ చిత్రం తూర్పు ఆసియా మార్కెట్లలో ప్రదర్శించబడి, తైవాన్లో 2010, డిసెంబర్ 17 న విడుదలయి, ఆ తరువాత హాంగ్ కాంగ్లో 2011, సెప్టెంబర్ 1న విడుదలయింది."
"Greece participated in the Eurovision Song Contest 35 times after its debut at the 1974 Contest. In 2005, Greece won with the song ""My Number One"", performed by Greek-Swedish singer Elena Paparizou. The song received 230 points with 10 sets of 12 points from Belgium, Bulgaria, Hungary, the United Kingdom, Turkey, Albania, Cyprus, Serbia & Montenegro, Sweden and Germany and also became a smash hit in different countries and especially in Greece.","ఈ పాట 230 పాయింట్లు అందుకున్నది, అందులో 12 పాయింట్ల చొప్పున 10 సెట్లు బెల్జియం, బల్గేరియా, హంగేరీ, యునైటెడ్ కింగ్డమ్, టర్కీ, అల్బేనియా, సిప్రస్, సర్బియా మరియు మోంటెనెగ్రో, స్వీడెన్, మరియు జర్మనీ నుండి పొంది వివిధ దేశాలలో, ముఖ్యంగా గ్రీసులో పెద్ద విజయం సాధించింది."
"He is best known for directing the critically acclaimed Gharaonda (1977) starring Amol Palekar and Zarina Wahab, and Dooriyaan (1979) starring Sharmila Tagore and Uttam Kumar. He is also known for creating the animation short film Ek Anek Aur Ekta (1974) which aired on Doordarshan in the 70s. Bhimsain has also directed India's largest animation series Vartmaan (1994).","అమోల్ పాలేకర్ మరియు జరీనా వహాబ్ నటించిన, ఘరోందా(1977) మరియు షర్మిల టాగూర్ మరియు ఉత్తమ్ కుమార్ నటించిన దూరియాన్(1979) వంటి విమర్శకుల ప్రశంసలందుకొన్నచిత్రాల దర్శకత్వానికి ఆయన కీర్తి గడించారు."
"In 1912, a biographical silent film titled The Victoria Cross, starring Julia Swayne Gordon as Nightingale, was released, followed in 1915 by another silent film, Florence Nightingale, featuring Elisabeth Risdon. In 1936, Kay Francis played Nightingale in the film titled The White Angel. In 1951, The Lady with a Lamp starred Anna Neagle.","1951లో, ""ది లేడీ విత్ ఎ లాంప్""లో అన్నా నీగల్ నటించింది."
"In 192728, the Dhaka Nawab Family produced a short film named Sukumary (The Good Girl). After the success of Sukumary, the Nawab's family went for a bigger venture. To make a full-length silent film, a temporary studio was made in the gardens of the family's estate, and they produced a full-length silent film titled The Last Kiss, released in 1931.","ఒక పూర్తి నిడివిగల మూకీ చిత్రాన్ని నిర్మించేందుకు, ఆ కుటుంబానికి చెందిన భూప్రదేశంలోని తోటలలో ఒక తాత్కాలిక స్టూడియోను తయారుచేసి, వారు ది లాస్ట్ కిస్ పేరుతో పూర్తి నిడివిగల ఒక మూకీ చిత్రాన్ని నిర్మించి, 1931 లో విడుదల చేశారు."
"In 1991, Pacino starred in Frankie and Johnny with Michelle Pfeiffer, who co-starred with Pacino in Scarface. Pacino portrays a recently paroled cook who begins a relationship with a waitress (Pfeiffer) in the diner where they work. It was adapted by Terrence McNally from his own off-Broadway play Frankie and Johnny in the Clair de Lune (1987), that featured Kenneth Welsh and Kathy Bates.",కెనెత్ వాల్ష్ మరియు క్యాథీ బేట్స్ నటించిన క్లేర్ డి లూన్ గా (1987) టెరన్స్ మెక్ నెలీచే తన స్వంత బ్రాడ్ వే వెలుపలి నాటకం ఫ్రాంకీ అండ్ జానీ నుండి ఇది రూపాంతరణ పొందినది .
"In 2011, Kashyap directed That Girl in Yellow Boots, a thriller starring Kalki Koechlin who also co-wrote the film with him. The film was screened at many festivals including 2010 Toronto International Film Festival, 67th Venice International Film Festival, Indian Film Festival of Los Angeles and the London Indian Film Festival. Shot in thirteen days, the film was released in September 2011.","2011లో,దట్ గర్ల్ ఇన్ ఎల్లో బూట్స్ అనే ఉత్కంఠభరిత చిత్రానికి కాశ్యప్ దర్శకత్వం వహించారు, ఇందులో నటించిన కల్కి కొచ్లిన్ ఈ చిత్రానికి అతనితోబాటు కథను వ్రాసారు."
"In 2013, she acted in the Tamil-language action film Ameerin Aadhi-Bhagavan alongside Jayam Ravi. She has completed filming for a Greek film Home Sweet Home, in which she plays an Indian girl. She had to learn Greek for the film and also dubbed herself.",ఆ సినిమా కోసం ఆమె గ్రీకు నేర్చుకోవలసి వచ్చింది మరియు డబ్బింగు కూడా ఆమే చెప్పుకుంది.
"In 2016, Kashyap co-wrote and directed Raman Raghav 2.0, a thriller inspired by the notorious serial killer Raman Raghav. It starred Nawazuddin Siddiqui as the title character along with Vicky Kaushal. The film premiered at the 2016 Sydney Film Festival and the 2016 Cannes Film Festival, in the Director's Fortnight section to a positive response.","ఈ చిత్రం 2016 సిడ్ని ఫిల్మ్ ఫెస్టివల్ మరియు 2016 కాన్స్ ఫిల్మ్ ఫెస్టివల్లో, డైరెక్టర్స్ ఫోర్ట్ నైట్ విభాగంలో ప్రదర్శించబడి సానుకూల స్పందనని అందుకుంది."
"In China, it was nominated for the Best Foreign Film prize at the first Beijing International Film Festival in 2011. In Japan, it was nominated in the Best Outstanding Foreign Language Film category at the 37th Japan Academy Awards in 2014; the award was eventually won by Les Miserables. In addition, 3 Idiots won the Grand Prize at the 4th Videoyasan Awards, held by a Japanese organisation of home video retailers in 2014; 3 Idiots was selected as 2013's best video release, beating thousands of films, anime and television shows, including domestic Japanese and foreign Hollywood productions.","అదనంగా,జపానుకు చెందిన గృహ వీడియో దుకాణాల సంస్థ 2014లో నిర్వహించిన 4వ వీడియోయాసన్ అవార్డ్స్ లో 3 ఇడియట్స్ గ్రాండ్ ప్రైజ్ అందుకున్నది; దేశ విదేశీయ హాలీవుడ్ నిర్మాణాలతో సహా వేలాది చిత్రాలు, యానిమే, మరియు టెలివిజన్ కార్యక్రమాలను వెనుకకి నెడుతూ 2013 లో విడుదలైన ఉత్తమ వీడియోగా 3 ఇడియట్స్ ఎన్నికయ్యింది."
"In his 2017 autobiography Khullam Khulla: Rishi Kapoor Uncensored, Rishi Kapoor revealed that he paid someone 30,000 (equivalent to 760,000 or US$9,600 in 2020) to win him an award for Best Actor. Although it is inferred as Filmfare Award, he said in an interview that ""I did not write a Filmfare Award [in the book]. I have not said any names.","అది ఒక ఫిల్మ్ఫేర్ పురస్కారంగానే భావించబడినా, ఆయన ఒక ఇంటర్వ్యూ లో ""నేను ఒక ఫిల్మ్ఫేర్ పురస్కారం రాయలేదు"" అని చెప్పారు."
"In the Jordan Peele film Us, Addy as a little girl in 1986 walks up to and into the Shaman's Vision Quest attraction, the entrance of which is topped by a Native American man with a headdress on and his right hand pointing at potential questers. Underneath him, just above the entrance, light bulbs form the words ""FIND YOURSELF"" and an arrow slowly flashing on and off. Although difficult to hear, closed captioning makes clear that a recorded narration on the speaker system for the attraction is recounting aspects of the Hopi creation story:","జోర్డన్ పీలే తీసిన అస్ చిత్రంలో, 1986 లో యాడి అనే ఒక చిన్న పాప షామన్ యొక్క విజన్ క్వెస్ట్ అనే ఆకర్షణస్థలం వరకు వెళ్లి లోపలికి వెళ్తుంది, దాని ముఖద్వారంపైన స్థానిక అమెరికా పురుషుడొకడు తలపై పాగాతో తన కుడి చేతిని సంభావ్య అన్వేషకులవైపు చూపుతుంటాడు."
"Indian cinema is a global enterprise and its films have wide viewership and fanbase throughout South Asia and have spread internationally. Modern film releases are dubbed into many languages, forming a Pan-India films movement. Millions of Indians overseas watch Indian films, accounting for 12% of revenue.",విడుదలైన ఆధునిక సినిమాలను అనేక భాషలలో డబ్ చేయడంతో పాన్-ఇండియన్ సినిమా ఉద్యమం రూపొందింది.
"It was rumoured earlier that the film was titled Kajri. It is a remake of the Tamil film, Ghajini (2005). Aamir Khan, who had never before made a remake film in his career, was initially hesitant to do the film, but was convinced by Suriya, the original star of the Tamil Ghajini, who told him he was ""the only one who could do justice to the character."" Suriya was a fan of Khan, and had some involvement in the film's development, discussing minute details with Khan for two years during the film's development.","తన వృత్తిజీవితంలో మునుపు ఎన్నడూ పునర్నిర్మాణ చిత్రంలో నటించని ఆమిర్ ఖాన్, ఈ చిత్రంలో నటించేందుకు మొదట సంకోచించాడు కాని తమిళ గజిని మాతృక చిత్రంలో నటించిన సూరియా అతనికి ""మీరు ఒక్కరే ఈ పాత్రకి న్యాయం చేయగలరని"" చెప్పగా అతను ఒప్పుకున్నాడు."
"Legendary Grateful Dead frontman Jerry Garcia joined guitarist Sanjay Mishra on his classic CD ""Blue Incantation"" (1995). Mishra also wrote an original score for French Director Eric Heumann for his film Port Djema (1996) which won best score at Hamptons film festival and The Golden Bear at Berlin. in 2000 he recorded Rescue with drummer Dennis Chambers (Carlos Santana, John McLaughlin et al.) and in 2006 Chateau Benares with guests DJ Logic and Keller Williams (guitar and bass).","2000లో, అతను డ్రమ్స్ వాదకుడు డెన్నిస్ చేంబర్స్ (కార్లోస్ సాంటానా, జాన్ మెక్ లాఫ్లిన్, తదితరులు) తో కలిసి రెస్క్యు ని రికార్డు చేసాడు, మరియు 2006లో, అతిథులు డిజె లాజిక్ మరియు కెల్లర్ విలియమ్స్ (గిటార్ అండ్ బాస్) తో కలిసి చాటౌ బెనారస్ విడుదల చేసారు."
Most programmes are available for four weeks after broadcast as streaming audio from Radio 4's listen again page and via BBC Sounds. A selection of programmes is also available as podcasts or downloadable audio files. Many comedy and drama programmes from the Radio 4 archives are broadcast on BBC Radio 4 Extra.,"రేడియో 4 ఆర్కైవ్‌లలోని అనేక హాస్య, నాటకీయ కార్యక్రమాలు బిబిసి రేడియో 4 ఎక్స్ట్రాలో ప్రసారం అవుతాయి."
National Film Awards are also given to the best films in the regional languages of India. Awards for the regional languages are categorised as per their mention in the Eighth schedule of the Constitution of India. Awardees included producers and directors of the film.,ప్రాంతీయ భాషలలో అత్యుత్తమమైన చిత్రాలకు కూడా జాతీయ చిత్ర పురస్కారాలు ఇస్తారు.
"Neha's in-laws think Nikita has died, and Nikita realizes that a way out of her problems is to impersonate Neha. Her plan works and she becomes well-adjusted to Neha's new family, except Sameer and the twins' cousin cause trouble for her, believing that she is Neha. Nikita slowly transforms to the dutiful wife Neha was and develops feelings for Rajive.","నేహా అత్తమామలు నికిత చనిపోయిందనుకుంటారు, మరియు నికిత తన సమస్యల లోంచి బయట పడటానికి నేహాలా నటించటం ఒక మార్గం అని గ్రహిస్తుంది."
"Popular Telugu actor Kota Srinivasa Rao lent his vocals for a song in the film. Lyrics for the two songs were penned by Sahithi and remaining songs were written by Ramajogayya Sastry, Chandrabose, Devi Sri Prasad and Bhaskarabhatla. Devi Sri Prasad had written the lyrics for the song ""Pilla"".","ఈ రెండు పాటలకు సాహిత్యం సాహితీ రాసారు, మిగిలిన పాటలను రామ జోగయ్య శాస్త్రి, చంద్రబోస్, దేవి శ్రీప్రసాద్ మరియు భాస్కరభట్ల రాసారు."
"Sonia Chopra from Sify also scored the film 3 out of 5, noting that the characters were ""written with an over-the-top quirky edge which adds to the fun."" She also praised the lead pair's performance writing that ""Chopra maintains her cool, effortless acting style and her comic timing is a revelation. Kapoor is suitably restrained and, at times, in keeping with his reticent character, often overshadowed by Chopra's exuberance. Together, the pair is eminently watchable, balancing each other's dispositions nicely."" Shubhra Gupta of The Indian Express gave the film 2.5 out of 5, complimenting the lead performers who ""play well together"", but are forced to ""boost a limp story."" India Today also scored it 2.5 out of 5, calling it ""a pastiche of a pastiche ...","ది ఇండియన్ ఎక్స్ప్రెస్ కి చెందిన శుభ్రా గుప్తా ఈ చిత్రంలోని ప్రధాన పాత్రధారులు ""కలిసి బాగా నటించారు"" అని అభినందించి, కానీ ""పేలవమైన కథని పైకెత్తటానికి"" ఒత్తిడి చేయబడ్డారని చిత్రానికి 5 కి 2.5 ఇచ్చారు."
"The 52nd International Film Festival of India opened on 20 November 2021 with The King of All the World (El Rey de Todo El Mundo) by Carlos Saura in Goa. Like 51st edition this edition was also held in hybrid format, that combined online and face-to-face participation. BRICS Film Festival is being held alongside main festival, in which films from BRICS nations, namely Brazil, Russia, South Africa, China and India are showcased. These five countries are 'country of focus' in the 52nd edition of the festival.","51వ ప్రతికృతి వలె, ఈ ప్రతికృతి కూడా హైబ్రిడ్ విధానంలో జరిగింది, ఇందులో ఆన్లైన్ లో మరియు ముఖాముఖీగా కలిసి పాల్గొన్నారు."
"The film was extensively shot in India and Thailand. Soma Kerala Palace, Kochi was shown in the movie as the KARMA Institute (school of Guruswamy). Song Sab Tera was shot in the exotic Poda Island.",కొచ్చిలోని సోమ కేరళ పాలస్‌ను ఈ సినిమాలో కర్మ ఇన్స్టిట్యూట్ (గురుస్వామి పాఠశాల)గా చూపించారు.
"The soundtrack was composed by the duo VishalShekhar and consists of nine compositions seven original, and a remix and an unplugged version of 2 original songs. The lyrics are written by: Neelesh Misra, Vishal Dadlani, Shekhar Ravjiani, Amitabh Bhattacharya, Anvita Dutt Guptan, Kumaar, Kausar Munir and Irshad Kamil. The vocals were performed by: Nikhil D'Souza, Monali Thakur, Lucky Ali, Rahat Fateh Ali Khan, Shekhar Ravjiani, Caralisa Monteiro, Mohit Chauhan, Shruti Pathak, Vishal Dadlani, Shilpa Rao and Abhijit Vaghani.","నిఖిల్ డీసూజా, మోనాలి ఠాకూర్, లక్కీ అలీ, రాహత్ ఫతెహ్ అలీ ఖాన్ , శేఖర్ రజ్వియాని, కారలీసా మోంటెరో, మోహిత్ చౌహాన్, శృతి పాఠక్, విశాల్ దాద్లాని, శిల్పా రావు మరియు అభిజిత్ వాఘాని గాత్రాలని అందించారు."
"Unaware of this, Yasu remarks that Bantu is equal to Raj as he saved Nandu and the family, thereby giving Bantu 50% of its shares. Yasu then asks Valmiki to train Raj for five years to be as competent as Bantu and become the CEO. After arriving at Valmiki's house, Raj, however, feels that Valmiki, with a nurse's help, should have switched the babies 25 years ago so he could've ended up at Valmiki's house and Bantu at Ramachandra's, much to the dismay of Valmiki.","యాశు ఆ తర్వాత, బాంటు అంత సమర్థుడై, సీఈఓ అవటానికి, వాల్మీకిని రాజ్ కి ఐదేళ్ళ పాటు శిక్షణ ఇమ్మంటాడు."
"When they follow each other in their cars, Raj saves Meera from dying and tells to never see him again. Meera declares her love for Raj, who forgives her and they renew their relationship. Raj and Meera reveal their relationship to Randhir and Dev, who agree.","వాళ్ళు తమ కార్లలో ఒకరినొకరు వెంబడించినప్పుడు, రాజ్ మీరాను చావునుండి రక్షించి తనని ఇంకెన్నడూ కలవద్దని వాళ్ళకి చెబుతాడు."
"anupama chopra from hindustan times gave 4.5 stars out of 5, terming it ""soaring, searing and visually sumptuous"", and writing, ""bajirao mastani plays out a like an operatic, swooning, feverish love poem."" she felt that singh wasn't ""instantly convincing"", but nonetheless praised him (as the film progressed) for ""combin[ing] towering strength with aching vulnerability and helplessness"", chopra for having the ""maximum impact"" despite fewer scenes, and called padukone ""riveting"". however, she criticized azmi's acting. the times of india also gave 4 stars out of 5, pointing out its ""outstanding"" cinematography and writing, ""every visual resembles a grand painting courts with shadows and chandeliers, courtiers with tilaks and teers, chambers gleaming with mirrors, skies blushing with passion.""","హిందుస్థాన్ టైమ్స్ నుండి అనుపమ చోప్రా దీనికి 5కి 4.5 నక్షత్రాలు ఇచ్చి, దీనిని ""ఎత్తుకెగిసే, దహించే, మరియు దృశ్యపరంగా విలాసవంతమైనది"" గా అభివర్ణించి, ""బాజీరావ్ మస్తానీ ఒక సంగీతపర, మోహాలస్య, భావోద్వేగ ప్రేమ కావ్యం""లా నడుస్తుంది అని వ్రాశారు."
About 44 million tonnes of cargo is moved annually through the country's major rivers and waterways. Groundwater supplies 40% of water in India's irrigation canals. 56% of the land is arable and used for agriculture.,ఏటా దాదాపు 4.4 కోట్ల మెట్రిక్ టన్నుల సరుకు దేశ ప్రధాన నదులు మరియు జలమార్గాల ద్వారా రవాణా అవుతుంది.
"According to a 2010 report, only about 2.1% (or 1,350,000 ha) of Afghanistan is forested. Some steps have been taken in recent years in planting trees in the urban areas across Afghanistan. Even the Taliban spiritual leader has recently called for planting more trees.","2010 నివేదిక ప్రకారం, అఫ్ఘానిస్థాన్ లో సుమారు 2.1% (లేదా 1,350,000 హెక్టార్లు) మాత్రమే అటవీప్రాంతంగా ఉంది."
"All continental crust is ultimately derived from mantle-derived melts (mainly basalt) through fractional differentiation of basaltic melt and the assimilation (remelting) of pre-existing continental crust. The relative contributions of these two processes in creating continental crust are debated, but fractional differentiation is thought to play the dominant role. These processes occur primarily at magmatic arcs associated with subduction.",ఖండాంతర ఉపరితలంపై బాహ్య పొర మొత్తం పైపొర కరుగులోని (ముఖ్యంగా బసాల్టుశిల) బసాల్టు కరుగు అంశ భేదం ద్వారా కొంత భాగం మరియు అప్పటికే ఉన్న ఖండాంతర ఉపరితల బాహ్య పొర సమీకరణ నుండి వచ్చినది .
"Although Japan is usually self-sufficient in rice (except for its use in making rice crackers and processed foods) and wheat, the country must import about 50% of its requirements of other grain and fodder crops and relies on imports for half of its supply of meat. Japan imports large quantities of wheat and soybeans. Japan is the 5th largest market for the European Union's agricultural exports.","గోధుమ మరియు వరి సాగులో జపాన్ సాధారణంగా స్వయంసమృద్ధి కలిగి ఉన్నప్పటికీ (బియ్యపు పిండి చెక్కలు మరియు ప్రక్రియపరచబడిన ఆహారాల తయారీలో వినియోగం మినహా), ఈ దేశం ఇతర ధాన్యాలు మరియు పశువుల మేత అవసరాలలో 50% వరకు దిగుమతి చేసుకోవలసి వస్తుంది, అలాగే మాంసం అవసరంలో సగానికి పైగా దిగుమతులపై ఆధారపడుతుంది."
American geologist Grove Karl Gilbert first argued in 1885 that the barrier sediments came from longshore sources. He proposed that sediment moving in the breaker zone through agitation by waves in longshore drift would construct spits extending from headlands parallel to the coast. The subsequent breaching of spits by storm waves would form barrier islands.,అమెరికా భూగర్భ శాస్త్రవేత్త గ్రోవ్ కార్ల్ గిల్బర్ట్ 1882 లో తొలిసారి ప్రతిభంధక అవక్షేపాలు సముద్రతీరంలోని వనరుల నుండి వచ్చాయని వాదించాడు.
Asansol has hot and dry summers and mild winters. In summers temperatures soar above 45C with dry hot air blowing known as 'loo' while in winter temperatures go below 10C. Monsoon lasts from June to September.,"ఆసన్సోల్లో వేసవికాలం వేడిగాను, పొడిగాను మరియు శీతాకాలం మోస్తరుగాను ఉంటుంది."
"Asansol is a cosmopolitan city located on the lower Chota Nagpur Plateau, which occupies most of Jharkhand, between the Damodar and Ajay rivers. Another river, the Barakar, joins the Damodar near Dishergarh. Two small rivulets, Nunia and Garui flows past Asansol.",అసన్సోల్ ప్రక్క నుండి నునియా మరియు గౌరి అనే రెండు చిన్న ఏరులు ప్రవహిస్తాయి.
"At the Earth's surface, earthquakes manifest themselves by shaking and displacing or disrupting the ground. When the epicenter of a large earthquake is located offshore, the seabed may be displaced sufficiently to cause a tsunami. Earthquakes can also trigger landslides.","భారీ భూకంప అధికేంద్రం తీరం నుండి కొంత దూరంలో సముద్రంలో ఏర్పడితే, సునామీ ఏర్పడేంతగా సముద్రగర్భం స్థానచలనం జరుగవచ్చు."
"Autumn temperatures average around 1617C (6163F). Winter starts in December and continues until late February. Snow and sleet are common during the winter in upper Dharamshala (including McLeodganj, Bhagsu Nag and Naddi).","ఎగువ ధరమ్ శాలలో(మెక్లోడ్గంజ్, భాగ్సు నాగ్, మరియు నడ్డితో సహా) శీతాకాలంలో మంచు మరియు హిమపాతం సర్వసాధారణం."
"Cocoa is grown throughout Jamaica and local sales absorb about 1/3 of the output to be made into instant drinks and confectionery. Citrus fruit is mainly grown in the central parts of Jamaica, particularly between the elevations of 1,000-2,500 feet. The picking season lasts from November to April.","జమైకా కేంద్ర ప్రాంతాలలో ఎక్కువగా నిమ్మజాతి పండ్లు పెంచుతారు, ముఖ్యంగా 1,000 -2,500 అడుగుల మధ్య ఎత్తులలో."
"Dehradun city receives potable water from two primary sources- surface water and groundwater to meet its supply needs. The sources of water were mainly from Kaulu khet Spring, Maussifall, Bindal River, Bijapur canal and more than 100 tubewells. It suffers from lack of sufficient ground water recharge and depleting ground water tables.",డెహ్రాడూన్ నగరపు త్రాగునీటి సరఫరా అవసరాలు రెండు ప్రధాన మూలాల నుండి తీరతాయి: ఉపరితల జలం మరియు భూగర్భ జలం.
