text,hi_text
We experience this in all walks of life,वैसा ही जीवन के हर क्षेत्र में हमारा अनुभव है
Let us not think that safety is only meant for someone else,"हम ये न सोचें कि सेफटी किसी और के लिए है, अगर हम सब अपनी सेफटी के लिए सजग हो जाएँ तो समाज की सेफटी का भाव भी अन्तर्निहित होता है"
"If all of us become conscious and aware of our own safety, the essence of safety of society will be inbuilt","हम ये न सोचें कि सेफटी किसी और के लिए है, अगर हम सब अपनी सेफटी के लिए सजग हो जाएँ तो समाज की सेफटी का भाव भी अन्तर्निहित होता है"
"My dear countrymen, in the current budget, emphasis has been laid on turning 'waste to wealth' and 'waste to energy' through Bio gas, under the Swachch Bharat Campaign","मेरे प्यारे देशवासियो, इस बार बजट में 'स्वच्छ भारत' के तहत गाँवों के लिए बायोगैस के माध्यम से वास्ते टो वेल्थ और वास्ते टो एनर्जी बनाने पर ज़ोर दिया गया"
An effort was initiated which was named GOBARDhan Galvanizing Organic Bio Agro Resources,इसके लिए पहल शुरू की गई और इसे नाम दिया गया 'गोबर्धन' गैल्वेनाइजिंग आर्गेनिक बायोआग्रो Resources
The aim of this GOBAR DHAN scheme is ensuring cleanliness in villages and generating wealth and energy by converting cattle dung and solid agricultural waste into Compost and Bio Gas,"इस 'गोबर्धन' योजना का उद्देश्य है, गाँवों को स्वच्छ बनाना और पशुओं के गोबर और खेतों के ठोस अपशिष्ट पदार्थों को कंपोस्ट और बायोगास में परिवर्तित कर, उससे धन और ऊर्जा जनरेट करना"
"India is home to the highest cattle population in the world, close to 300 million in number, with a daily output of 3 million tonnes of dung",भारत में मवेशियों की आबादी लगभग 30 करोड़ है और गोबर का उत्पादन प्रतिदिन लगभग 30 लाख टन है
Some European countries and China use animal dung and other Biowaste to produce energy,कुछ यूरोपीय देश और चीन पशुओं के गोबर और अन्य जैविक अपशिष्ट का उपयोग ऊर्जा के उत्पादन के लिए करते हैं लेकिन भारत में इसकी पूर्ण क्षमता का उपयोग नहीं हो रहा था
But India was lacking full capacity utilization,भारत में मवेशियों की आबादी पूरे विश्व में सबसे ज़्यादा है
"Under the Swachch Bharat Mission Rural, we are taking rapid strides in this direction",'स्वच्छ भारत मिशन ग्रामीण' के अंतर्गत अब इस दिशा में हम आगे बढ़ रहे हैं
"A target has been set to use cattle dung, agricultural waste, kitchen waste to produce Bio gas based energy","मवेशियों के गोबर, कृषि से निकलने वाले कचरे, रसोई घर से निकलने वाला कचरा, इन सबको बायोगैस आधारित उर्जा बनाने के लिए इस्तेमाल करने का लक्ष्य निर्धारित किया गया है"
Under the Gobardhan Scheme our farmer brothers & sisters in rural India will be encouraged to consider dung and other waste not just as a waste but as a source of income,"'गोबर धन योजना' के तहत ग्रामीण भारत में किसानों, बहनों, भाइयों को प्रोत्साहित किया जाएगा कि वो गोबर और कचरे को सिर्फ वास्ते के रूप में नहीं बल्कि आय के स्रोत के रूप में देखें"
"Under the aegis of 'GobarDhanYojana', many benefits will accrue to rural areas",'गोबर धन योजना' से ग्रामीण क्षेत्रों को कई लाभ मिलेंगे
"It will be easier to keep the village clean and sanitized, livestock health will improve and farm yields will increase",पशुआरोग्य बेहतर होगा और उत्पादकता बढ़ेगी
Biogas generation will increase selfreliance in energy utilized for cooking and lighting,बायोगैस से खाना पकाने और लाइटिंग के लिए ऊर्जा के मामले में आत्मनिर्भरता बढ़ेगी
Farmers and cattle herders will be helped in augmenting their income,किसानों एवं पशुपालकों को आमदनी बढ़ाने में मदद मिलेगी
"There will be novel opportunities for newer jobs linked to waste collection, transportation, biogas sales etc","वास्ते कलेक्शन, ट्रांसपोर्टेशन, बायोगैस की बिक्री आदि के लिए नई नौकरियों के अवसर मिलेंगे"
"An online trading platform will be created for better implementation of 'Gobar Dhan Yojana', it will connect farmers to buyers so that farmers can get the right price for dung and agricultural waste",'गोबर धन योजना' के सुचारू व्यवस्था के लिए एक ओनलाइन ट्रेडिंग प्लैटफार्म भी बनाया जाएगा जो किसानों को खरीदारों से कनेक्ट करेगा ताकि किसानों को गोबर और एग्रीकल्चर वास्ते का सही दाम मिल सके
"I urge entrepreneurs, especially our sisters residing in rural India, to step forward, and through creation of selfhelp groups and cooperative societies extract full advantage from this opportunity","मैं उद्यमियों, विशेष रूप से ग्रामीण भारत में रह रही अपनी बहनों से आग्रह करता हूँ कि आप आगे आयें"
"I invite you to become part of the movement comprising clean energy and green jobs, to become a part of the initiative to convert waste in your village to wealth and by converting dung into 'Gobar dhan",अपने गाँव में वास्ते को वेल्थ में परिवर्तन करने और गोबर से गोबरधन बनाने की दिशा में पहल करें
',फ़ोन
"My dear countrymen, till date, we have been hearing about the myriad types of festivals be it music festivals, food festivals, film festivals and many other kinds of festivals","मेरे प्यारे देशवासियो, आज तक हम म्यूजिक फेस्टिवल, फूड फेस्टिवल, फिल्म फेस्टिवल न जाने कितनेकितने प्रकार के फेस्टिवल के बारे में सुनते आए हैं"
"But in a unique endeavor in Raipur, Chhattisgarh, the state's first 'Trash Mahotsav' was organized",लेकिन छत्तीसगढ़ के रायपुर में एक अनूठा प्रयास करते हुए राज्य का पहला 'कचरा महोत्सव' आयोजित किया गया
The objective behind this festival sponsored by Raipur Municipal Corporation was to generate awareness about cleanliness and the methods using which city's waste can be creatively used and inculcate awareness about various ways to recycle the garbage,रायपुर नगर निगम द्वारा आयोजित इस महोत्सव के पीछे जो उद्देश्य था वह था स्वच्छता को लेकर जागरूकता
"A plethora of activities were organized during this festival, which found full participation of students and adults","इस महोत्सव के दौरान तरहतरह की एक्टिविटी हुई जिसमें छात्रों से लेकर बड़ों तक, हर कोई शामिल हुआ"
Different types of artifacts were made utilizing garbage,कचरे का उपयोग करके अलगअलग तरह की कलाकृतियाँ बनाई गईं
Many Workshops were organized to inform people on the entire aspects of waste management,वास्ते मैनेजमेंट के सभी पहलूओं पर लोगों को शिक्षित करने के लिए वर्कशॉप आयोजित किये गए
Music performances linked to the theme of hygiene were held and art works were created,स्वच्छता के थीम पर म्यूजिक परफॉर्मेंस हुई
Raipur inspired various types of such garbage or trash festivals in other districts too,रायपुर से प्रेरित होकर अन्य ज़िलों में भी अलगअलग तरह के कचरा उत्सव हुए
"Many individuals taking initiative on their own behalf shared innovative ideas, held discussions, conducted poetry recitals","हर किसी ने अपनीअपनी तरफ से पहल करते हुए स्वच्छता को लेकर इनोवेटिव आईडीईएएस, शेयर किये, चर्चाएं की, कविता पाठ हुए"
A festive atmosphere regarding cleanliness got geared up,स्वच्छता को लेकर एक उत्सवसा माहौल तैयार हो गया
The way the school children took part in the entire endeavor was amazing,"खासकर स्कूली बच्चों ने जिस तरह बढ़चढ़ करके भाग लिया, वह अद्भुत था"
"For the innovative manner in which importance of waste management and cleanliness were displayed in this festival, I congratulate the people of Raipur Municipal Corporation, the entire populace of Chhattisgarh, its government and administration","वास्ते मैनेजमेंट और स्वच्छता के महत्व को जिस अभिनव तरीक़े से इस महोत्सव में प्रदर्शित किया गया, इसके लिए रायपुर नगर निगम, पूरे छत्तीसगढ़ की जनता और वहां की सरकार और प्रशासन को मैं ढ़ेरों बधाइयाँ देता हूँ"
"Every year on March 8, 'International Women's Day' is celebrated",हर वर्ष 8 मार्च को 'अन्तरराष्ट्रीय महिलादिवस' मनाया जाता है
There are many programs that are held in our country and the world,देश और दुनिया में कई सारे कार्यक्रम होते हैं
"On this day, women are also felicitated with 'Nari Shakti Puraskar' who have performed exemplary tasks in different sectors in the past",इस दिन देश में 'नारी शक्ति पुरस्कार' से ऐसी महिलाओं को सत्कार भी किया जाता है जिन्होंने बीते दिनों में भिन्नभिन्न क्षेत्रों में अनुकरणीय कार्य किया हो
Today the country is moving forward from the path of Women development to womenled development,आज देश वूमेन डेवलपमेंट से आगे वुमेनल्ड डेवलपमेंट की ओर बढ़ रहा है
"On this occasion, I remember the words of Swami Vivekananda",इस अवसर पर मुझे स्वामी विवेकानंद के वचन याद आते हैं
He'd said 'The idea of perfect womanhood is perfect independence' This idea of Swami ji about one hundred and twenty five years ago expresses the contemplation of woman power in Indian culture,उन्होंने कहा था 'थे आईडीईए ओएफ परफेक्ट वुमनहुड इस परफेक्ट इंडिपेंडेंस' सवासौ वर्ष पहले स्वामी जी का यह विचार भारतीय संस्कृति में नारी शक्ति के चिंतन को व्यक्त करता है
"Today, it is our duty to ensure the participation of women in every field of life, be it social or economic life, it is our fundamental duty","आज सामाजिक, आर्थिक जीवन के हर क्षेत्र में महिलाओं की बराबरी की भागीदारी सुनिश्चित करना यह हम सबका कर्तव्य है, यह हम सबकी जिम्मेवारी है"
"We are part of a tradition where men were identified due to womenYashodaNandan, KaushalyaNandan, GandhariPutra, these were identities of a son","यशोदानंदन, कौशल्यानंदन, गांधारीपुत्र, यही पहचान होती थी किसी बेटे की"
"Today our woman power has shown inner fortitude and selfconfidence, has made herself selfreliant",आज हमारी नारी शक्ति ने अपने कार्यों से आत्मबल और आत्मविश्वास का परिचय दिया है
Not only has she advanced herself but has carried forward the country and society to newer heights,"उन्होंने ख़ुद को तो आगे बढाया ही है, साथ ही देश और समाज को भी आगे बढ़ाने और एक नए मुक़ाम पर ले जाने का काम किया है"
"After all, our dream of 'New India' is the one where women are strong and empowered and are equal partners in the development of the country","आख़िर हमारा 'न्यू इंडिया' का सपना यही तो है जहाँ नारी सशक्त हो, सबल हो, देश के समग्र विकास में बराबर की भागीदार हो"
"A few days ago, a gentleman had given me a very sound proposition",पिछले दिनों मुझे एक बहुत ही बढ़िया सुझाव किसी महाशय ने दिया था
"He had suggested that on 8th March myriad events herald 'Women's Day' Why cannot we felicitate mothers and sisters who have completed 100 years in every Indian village or city,","उन्होंने सुझाव दिया था कि 8 मार्च, 'महिला दिवस' मनाने के भाँति भाँति के कार्यक्रम होते हैं"
Can a program of paying respect for such centenarians be held and cannot we reflect upon a life lived long,"क्या हर गाँवशहर में जिन्होंने 100 वर्ष पूर्ण किये हैं ? ऐसी माताओंबहनों का सम्मान का कार्यक्रम आयोजित हो सकता है क्या ? और उसमें एक लम्बे जीवन की बातें की जा सकती हैं क्या ? मुझे विचार अच्छा लगा, आप तक पहुँचा रहा हूँ"
"I liked the idea and I'm bouncing it with you will find many examples of what woman power can achieve, If you look around near yourself many such inspiring stories will appear","नारी शक्ति क्या कर सकती है, आपको ढ़ेर सारे उदाहरण मिलेंगे"
"I just received news from Jharkhand wherein under the 'Swachh Bharat Abhiyan', about 1",अभीअभी झारखण्ड से मुझे एक समाचार मिला
5 million women in Jharkhand and this figure is not a small one organized a hygiene campaign for an entire month,15 लाख महिलाओं ने संगठित होकर एक माह का स्वच्छता अभियान चलाया
"Under the auspices of this campaign starting from January 26, 2018, these women constructed 1 lakh 70 thousand toilets in just 20 days and made a record of sorts","26 जनवरी, 2018 से प्रारंभ हुए इस अभियान के अंतर्गत मात्र 20 दिन में इन महिलाओं ने 1 लाख 70 हजार शौचालयों का निर्माण कर एक नई मिसाल कायम की है"
"There were about one lakh 'Sakhi Mandals,' 14 lakh women, 2 thousand women Panchayat representatives, 29 thousand water carriers, 10 thousand female cleaners and 50 thousand women masons were involved in this campaign","14 लाख महिलाएँ, 2 हजार महिला पंचायत प्रतिनिधि, 29 हजार जलसहिया, 10 हज़ार महिला स्वच्छाग्रही तथा 50 हजार महिला राज मिस्त्री"
You can imagine what a mammoth undertaking it was,यह पर्यटन का एक बहुत बड़ा और आकर्षक केंद्र है
"These women of Jharkhand have shown that women power is an integral component of 'Swachh Bharat Abhiyan', which will change the course of the campaign of cleanliness in general life, the effective role of hygiene in the nature of the people ingeneral","आप कल्पना कर सकते हैं कि कितनी बड़ी घटना है! झारखण्ड की इन महिलाओं ने दिखाया है कि नारी शक्ति, स्वच्छ भारत अभियान की एक ऐसी शक्ति है, जो सामान्य जीवन में स्वच्छता के अभियान को, स्वच्छता के संस्कार को प्रभावी ढंग से जनसामान्य के स्वभाव में परिवर्तित करके रहेगी"
"My dear Brothers and sisters, I was just watching the TV news two days ago that electricity has reached three villages of the Elephanta island after 70 years of independence, and this has led to much joy and enthusiasm among the people there","भाइयोबहनो, अभी दो दिन पहले मैं न्यूज़ में देख रहा था कि एलीफेंटा द्वीप के तीन गाँवों में आज़ादी के 70 वर्ष बाद बिजली पहुँची है और इसे लेकर वहाँ के लोगों में कितना हर्ष और उत्साह है"
"You all know very well, that Elephanta is located 10 kms by the sea from Mumbai","आप सब भलीभाँति जानते हैं, एलीफेंटा द्वीप, मुंबई से समुद्र में दस किलोमीटर दूर है"
It is a very important tourist destination,एक महत्वपूर्ण टूरिस्ट डेस्टिनेशन है
The caves of Elephanta are marked as the World Heritage sites by UNESCO and draw tourists from all over the country and abroad,"एलीफेंटा की गुफाएँ, यूनेस्को के वर्ल्ड हेरिटेज हैं"
"I was surprised to know that despite being such a prominent center of tourism its close proximity from Mumbai, electricity hadn't reached Elephanta after so many years of independence","मुझे यह बात जानकर हैरानी हुई कि मुम्बई के पास होने और पर्यटन का इतना बड़ा केंद्र होने के बावजूद, आज़ादी के इतने वर्षों तक एलीफेंटा में बिजली नहीं पहुँची हुई"
"For 70 years, the lives of the denizens of three villages of the Elephanta Island, Rajbunder, Morbandar and Centabandar, were engulfed by darkness, which has got dispelled now and there is brightness in their lives","70 वर्षों तक एलीफेंटा द्वीप के तीन गाँव राजबंदर, मोरबंदर और सेंतबंदर, वहाँ के लोगों की ज़िन्दगी में जो अँधेरा छाया था, अब जाकर वह अँधेरा छँटा है और उनका जीवन रोशन हुआ है"
I congratulate the administration and the populace there,मैं वहाँ के प्रशासन और जनता को बधाई देता हूँ
I am glad that now the villages of Elephanta and the caves of Elephanta will be lighted due to electrification,मुझे ख़ुशी है कि अब एलीफेंटा के गाँव और एलीफेंटा की गुफाएँ बिजली से रोशन होंगे
"This is not just electricity, but a new beginning of a period of development","ये सिर्फ़ बिजली नहीं, लेकिन विकास के दौर की एक नयी शुरुआत है"
There is no greater contentment and joy than the fact that the lives of the countrymen be full of shine and there be happiness in their lives,"देशवासियो का जीवन रोशन हो, उनके जीवन में खुशियाँ आएँ इससे बढकर संतोष और ख़ुशी का पल क्या हो सकता है"
"My dear brothers and sisters, we just celebrated the festival of Shivaratri","मेरे प्यारे भाइयोबहनो, अभीअभी हम लोगों ने शिवरात्रि का महोत्सव मनाया"
"And now the month of March beckons us with ripe crops in the fields, playful golden earrings of wheat and the captivating blossom of mango pleasing to the mind are the highlights of this month","अब मार्च का महीना लहलहाते फसलों से सजे खेत, अठखेलियाँ करती गेंहूँ की सुनहरी बालियाँ और मन को पुलकित करने वाली आम के मंजर की शोभा यही तो इस महीने की विशेषता है"
But this month is also very special to all of us because of the festival of Holi,लेकिन यह महीना होली के त्योहार के लिए भी हम सभी का अत्यंत प्रिय है
On 2nd March the entire country immersed in joy will celebrate the festival of Holi,दो मार्च को पूरा देश होली का उत्सव हर्षोल्लास से मनाएगा
"In The festival of Holi, the importance of colors is as important as the ceremony of 'HolikaDahan' because it is the day when we burn our inherent vices in the fire",होली में जितना महत्व रंगों का है उतना ही महत्व 'होलिका दहन' का भी है क्योंकि यह दिन बुराइयों को अग्नि में जलाकर नष्ट करने का दिन है
"Holi makes us forget our rancours and gives us an opportunity to be a part of each other's happiness and glad tidings, and it conveys the message of love, unity and brotherhood","होली सारे मनमुटाव भूल कर एक साथ मिल बैठने, एकदूसरे के सुखआनंद में सहभागी बनने का शुभ अवसर है और प्रेम एकता तथा भाईचारे का सन्देश देता है"
"I wish a very joyous festival of Holi to all my countrymen, I further wish you colour laden felicitations","आप सभी देशवासियों को होली के रंगोत्सव की बहुतबहुत शुभकामनाएँ, रंग भरी शुभकामनाएँ"
I wish and hope that this festival forever remains a festival of colourful cheer in the lives of all the countrymen this is my wish,यह पर्व हमारे देशवासियों के जीवन में रंगबिरंगी खुशियों से भरा हुआ रहे यही शुभकामना
"My dear countrymen, thank you very much","मेरे प्यारे देशवासियो, बहुतबहुत धन्यवाद नमस्कार"
"My dear countrymen, Namaskar","मेरे प्यारे देशवासियो, नमस्कार"
Today we are coming together for the ninetysixth 96 episode of 'Mann Ki Baat',आज हम 'मन की बात' के छियानवे 96 एपिसोड में साथ जुड़ रहे हैं
The next episode of 'Mann Ki Baat' will be the first episode of the year 2023,'मन की बात' का अगला एपिसोड वर्ष 2023 का पहला एपिसोड होगा
"In the messages sent by you, you have also urged to speak about the departing 2022","आप लोगों ने जो सन्देश भेजे, उनमें जाते हुए 2022 के बारे में बात करने को भी बड़े आग्रह से कहा है"
Observation of the past always gives us inspiration for preparations for the present and the future,अतीत का अवलोकन तो हमेशा हमें वर्तमान और भविष्य की तैयारियोँ की प्रेरणा देता है
"In 2022, the strength of the people of the country, their cooperation, their resolve, their expansion of success was of such magnitude that it would be difficult to include all of those in 'Mann Ki Baat'","2022 में देश के लोगों का सामर्थ्य, उनका सहयोग, उनका संकल्प, उनकी सफलता का विस्तार इतना ज्यादा रहा कि 'मन की बात' में सभी को समेटना मुश्किल होगा"
"2022 has indeed been very inspiring, wonderful in many ways","2022 वाकई कई मायनों में बहुत ही प्रेरक रहा, अद्भुत रहा"
This year India completed 75 years of her independence and this very year Amritkal commenced,इस साल भारत ने अपनी आजादी के 75 वर्ष पूरे किये और इसी वर्ष अमृतकाल का प्रारंभ हुआ
"This year the country gained a new momentum, all the countrymen performed one better than the other","इस साल देश ने नई रफ़्तार पकड़ी, सभी देशवासियों ने एक से बढ़कर एक काम किया"
"The various successes of 2022, today, have created a special place for India all over the world","2022 की विभिन्न सफलताओं ने, आज, पूरे विश्व में भारत के लिए एक विशेष स्थान बनाया है"
2022 i,2022 में देशवासियों ने एक और अमर इतिहास लिखा है
e,वन्दित दिव्य रूपम्
"India attaining the status of the world's fifth largest economy; 2022, i","2022 की विभिन्न सफलताओं ने, आज, पूरे विश्व में भारत के लिए एक विशेष स्थान बनाया है"
e,वन्दित दिव्य रूपम्
"the record of India surpassing the incredible figure of 220 crore vaccines; 2022,i","2022 यानि भारत द्वारा दुनिया की पाँचवी सबसे बड़ी अर्थव्यवस्था का मुकाम हासिल करना, 2022 यानि भारत द्वारा 220 करोड़ वैक्सीन का अविश्वसनीय आंकड़ा पार करने का रिकॉर्ड, 2022 यानि भारत द्वारा निर्यात का 400 बिलियन डॉलर का जादुई आंकड़ा पार कर जाना, 2022 यानि देश के जनजन द्वारा 'आत्मनिर्भर भारत' के संकल्प को अपनाना, जी कर दिखाना, 2022 यानि भारत के पहले स्वदेशी एयरक्राफ्ट कैरियर इन्स विक्रांत का स्वागत, 2022 यानि स्पेस, ड्रोन और डिफेंस सेक्टर में भारत का परचम, 2022 यानि हर क्षेत्र में भारत का दमखम"
e,वन्दित दिव्य रूपम्
"India crossing the magical exports figure of 400 billion dollars; 2022, i","2022 यानि भारत द्वारा दुनिया की पाँचवी सबसे बड़ी अर्थव्यवस्था का मुकाम हासिल करना, 2022 यानि भारत द्वारा 220 करोड़ वैक्सीन का अविश्वसनीय आंकड़ा पार करने का रिकॉर्ड, 2022 यानि भारत द्वारा निर्यात का 400 बिलियन डॉलर का जादुई आंकड़ा पार कर जाना, 2022 यानि देश के जनजन द्वारा 'आत्मनिर्भर भारत' के संकल्प को अपनाना, जी कर दिखाना, 2022 यानि भारत के पहले स्वदेशी एयरक्राफ्ट कैरियर इन्स विक्रांत का स्वागत, 2022 यानि स्पेस, ड्रोन और डिफेंस सेक्टर में भारत का परचम, 2022 यानि हर क्षेत्र में भारत का दमखम"
e,वन्दित दिव्य रूपम्
"adopting the resolution of 'Selfreliant India' by the people, enliving it; 2022 meaning welcoming India's first indigenous Aircraft Carrier INS Vikrant, 2022 meaning India's glory in Space, Drone and Defence Sector, 2022 meaning India's might in every field | Even in the field of sports, be it the Commonwealth Games, or the victory of our women's hockey team, our youth have shown tremendous potential","2022 यानि भारत द्वारा दुनिया की पाँचवी सबसे बड़ी अर्थव्यवस्था का मुकाम हासिल करना, 2022 यानि भारत द्वारा 220 करोड़ वैक्सीन का अविश्वसनीय आंकड़ा पार करने का रिकॉर्ड, 2022 यानि भारत द्वारा निर्यात का 400 बिलियन डॉलर का जादुई आंकड़ा पार कर जाना, 2022 यानि देश के जनजन द्वारा 'आत्मनिर्भर भारत' के संकल्प को अपनाना, जी कर दिखाना, 2022 यानि भारत के पहले स्वदेशी एयरक्राफ्ट कैरियर इन्स विक्रांत का स्वागत, 2022 यानि स्पेस, ड्रोन और डिफेंस सेक्टर में भारत का परचम, 2022 यानि हर क्षेत्र में भारत का दमखम"
"Friends, along with all this, the year 2022 will always be remembered for one more reason","साथियो, इन सबके साथ ही साल 2022 एक और कारण से हमेशा याद किया जाएगा"
This is the extension of the spirit of 'Ek BharatShreshtha Bharat',"ये है, 'एक भारतश्रेष्ठ भारत' की भावना का विस्तार"
The people of the country also organized many amazing events to celebrate unity and togetherness,देश के लोगों ने एकता और एकजुटता को सेलिब्रेट करने के लिए भी कई अद्भुत आयोजन किए
"Be it the Madhavpur Mela in Gujarat, where Rukmini's marriage, and Lord Krishna's relationship with the Northeast is celebrated, or the KashiTamil Sangamam, many colors of unity were visible in these festivals","गुजरात के माधवपुर मेला हो, जहाँ, रुक्मिणी विवाह, और, भगवान कृष्ण के पूर्वोतर से संबंधों को सेलिब्रेट किया जाता है या फिर काशीतमिल संगमम् हो, इन पर्वों में भी एकता के कई रंग दिखे"
"In 2022, the countrymen have scripted another chapter of immortal history",2022 में देशवासियों ने एक और अमर इतिहास लिखा है
Who can forget the 'Har GharTiranga' campaign organised in the month of August,अगस्त के महीने में चला 'हर घर तिरंगा' अभियान भला कौन भूल सकता है
Those were the moments giving every countryman goose bumps,वो पल थे हर देशवासी के रौंगटे खड़े हो जाते थे
"In this campaign of 75 years of independence, the whole country assumed the hues of the tricolor",आजादी के 75 वर्ष के इस अभियान में पूरा देश तिरंगामय हो गया
More than 6 crore people even sent selfies with the tricolor,6 करोड़ से ज्यादा लोगों ने तो तिरंगे के साथ सेल्फी भी भेजीं
This Azadi Ka Amrit Mahotsav will continue in the same way next year as well it will further strengthen the foundation of Amrit Kaal,आजादी का ये अमृत महोत्सव अभी अगले साल भी ऐसे ही चलेगा अमृतकाल की नींव को और मजबूत करेगा
"Friends, this year India has also got the responsibility of chairing the G20 group","साथियो, इस साल भारत को G20 समूह की अध्यक्षता की जिम्मेदारी भी मिली है"
I had also discussed this in detail last time,मैंने पिछली बार इस पर विस्तार से चर्चा भी की थी
"In the year 2023, we have to take the enthusiasm of G20 to new heights; make this event a mass movement","साल 2023 में हमें G20 के उत्साह को नई ऊँचाई पर लेकर जाना है, इस आयोजन को एक जनआंदोलन बनाना है"
"My dear countrymen, today the festival of Christmas is also being celebrated with great fervour all over the world","मेरे प्यारे देशवासियो, आज दुनियाभर में धूमधाम से क्रिस्टमास का त्योहार भी मनाया जा रहा है"
It is a day to remember the life and teachings of Jesus Christ,"ये जेसस क्रिस्ट के जीवन, उनकी शिक्षाओं को याद करने का दिन है"
I wish you all a Merry Christmas,मैं आप सभी को क्रिस्टमास की ढ़ेर सारी शुभकामनाएं देता हूँ
"Friends, today is also the birthday of our respected Atal Bihari Vajpayee ji","साथियो, आज, हम सभी के श्रद्धेय अटल बिहारी वाजपयी जी का जन्मदिन भी है"
He was a great statesman who gave exceptional leadership to the country,"वे एक महान राजनेता थे, जिन्होनें देश को असाधारण नेतृत्व दिया"
He has a special place in the heart of every Indian,हर भारतवासी के ह्रदय में उनके लिए एक खास स्थान है
I have received a letter from Aasthaji from Kolkata,मुझे कोलकाता से आस्था जी का एक पत्र मिला है
"In this letter, she has mentioned about her recent visit to Delhi",इस पत्र में उन्होंने हाल की अपनी दिल्ली यात्रा का जिक्र किया है
"She writes that during this, she took time out to visit the PM Museum",वे लिखती हैं कि इस दौरान उन्होंने पीएम म्यूजियम देखने के लिए समय निकाला
She liked Atal ji's gallery very much in this museum,इस म्यूजियम में उन्हें अटल जी की गैलरी खूब पसंद आई
The picture clicked there with Atal ji has become memorable for her,अटल जी के साथ वहाँ खिंची गई तस्वीर तो उनके लिए यादगार बन गई है
"In Atal ji's gallery, we can have a glimpse of his valuable contribution to the country","अटल जी की गैलरी में, हम, देश के लिए उनके बहुमूल्य योगदान की झलक देख सकते हैं"
"Be it infrastructure, education or foreign policy, he strove to take India to new heights in every field","इंफ्रास्ट्रक्चर हो, शिक्षा या फिर विदेश नीति, उन्होंने भारत को हर क्षेत्र में नई ऊँचाइयों पर ले जाने का काम किया"
I once again solemnly bow to Atal ji from the core of my heart,मैं एक बार फिर अटल जी को हृदय से नमन करता हूँ
"Friends, tomorrow, the 26th of December is 'Veer Bal Diwas' and I will have the privilege of participating in a programme dedicated to the martyrdom of Sahibzada Zorawar Singh ji and Sahibzada Fateh Singh ji in Delhi on this occasion","साथियो, कल 26 दिसम्बर को 'वीर बाल दिवस' है और मुझे इस अवसर पर दिल्ली में साहिबजादा जोरावर सिंह जी और साहिबजादा फ़तेह सिंह जी की शहादत को समर्पित एक कार्यक्रम में शामिल होने का सौभाग्य मिलेगा"
The country will always remember the sacrifice of Sahibzade and Mata Gujri,"देश, साहिबजादे और माता गुजरी के बलिदान को हमेशा याद रखेगा"
"My dear countrymen, it is said here","मेरे प्यारे देशवासियो, हमारे यहां कहा जाता है"
"Satyam kim pramanam, pratyaksham kim pramanam","सत्यम किम प्रमाणम , प्रत्यक्षम किम प्रमाणम"
"That is, truth does not require proof, what is evident also does not require proof","यानि सत्य को प्रमाण की आवश्यकता नहीं होती, जो प्रत्यक्ष है, उसे भी प्रमाण की आवश्यकता नहीं होती"
"But when it comes to modern Medical Science, the most important thing is Evidence","लेकिन बात जब आधुनिक मेडिकल साइंस की हो, तो उसमें सबसे महत्वपूर्ण होता है प्रमाण एविडेंस"
"Lack of evidence based research in the context of our scriptures like Yoga and Ayurveda has always been a challenge which has been a part of Indian life for centuries results are visible, but evidence is not","सदियों से भारतीय जीवन का हिस्सा रहे योग और आयुर्वेद जैसे हमारे शास्त्रों के सामने एविडेंस बेस्ड रिसर्च की कमी, हमेशाहमेशा एक चुनौती रही है परिणाम दिखते हैं, लेकिन प्रमाण नहीं होते हैं"
"But, I am happy that in the era of Evidencebased medicine, Yoga and Ayurveda are now standing up to the touchstone of tests of the modern era","लेकिन, मुझे ख़ुशी है कि एविडेंस बेस्ड मेडिसिन के युग में, अब योग और आयुर्वेद, आधुनिक युग की जाँच और कसौटियों पर भी खरे उतर रहे हैं"
